date,EQ_P_OilGasProd,EQ_P_Coal,EQ_P_GoldSilver,EQ_P_BaseMetalMine,EQ_P_OtherMines,EQ_P_AgFarms,EQ_P_CottonForest,EQ_P_NatGasUtil,EQ_X_Refining,EQ_X_Chemicals,EQ_X_RubberPlastic,EQ_X_SteelPrimary,EQ_X_AlumFabMetal,EQ_X_FoodGrain,EQ_X_SugarOils,EQ_X_MeatDairy,EQ_X_PaperWood
1995-08-31,0.00883294772350262,0.021992789602689484,0.012699021543545269,0.01728424125300832,,0.007493474548546418,-0.000954121269443573,0.010590303006046327,-0.02843131538089007,0.008992399094360438,-0.017313050365938613,0.016073055761221176,0.0033340715855944784,-0.004805431594015839,0.030220844100822573,-0.00893152374921556,0.0024002568738867506
1995-09-30,-0.009802143571925298,0.03590304775113942,0.029008260681715657,-0.006059526431590484,,0.07777626648722373,-0.024814700145582774,0.04766662537922327,0.027571406072793538,0.06461334654785242,-0.009239190784961535,-0.03572936893172073,-0.00080388971758564,0.03922586842073718,0.08448922287554105,0.08305619717331635,0.007265133672576099
1995-10-31,-0.04593373411532441,-0.054612731548320866,-0.129401181461869,-0.09805593940064865,,0.0361250628749015,-0.024349671814489555,0.013265540905016289,0.02154799510703007,-0.0025711167176783786,-0.056359598929054754,-0.06440952665186311,-0.015579068184764457,0.012396077513346168,-0.07488166970100815,-0.009901817283863853,-0.025051986899864095
1995-11-30,0.06076633868925306,0.04729673189398484,0.12446965634458491,0.10281399851100147,,0.07254624689801914,-0.018656885765057626,0.03253124965776292,0.04082462883966072,0.05398231851066561,0.050323824238740655,0.05154920274751233,0.07911138262373081,0.03780987704861991,0.022959865248576673,0.03667646411711528,0.06272663331755235
1995-12-31,0.08185933046149116,0.038558751500566826,0.019475103359609582,0.04945350750749177,,0.016327280077034323,-0.09610544656592217,0.04238989434207842,0.05257230736275367,0.04859761440787793,-0.007408224375826631,0.03141247205021111,-0.00409295546458687,0.01774850020722704,0.07829278466662723,0.044829460235971404,0.0019298299816991819
1996-01-31,0.005640838515827703,0.04495689960994032,0.1870161853816414,0.03939524477784474,,0.016155705345962546,0.052168586125668485,0.014029636540888738,-0.001683899954076288,0.053001243952849,0.020447602308607395,0.02339003144716926,0.020131251782075105,0.03320105504105078,0.10020862150359264,0.042130636415543446,0.016682892238245914
1996-02-29,0.014207369026864888,-0.006767371163780546,0.04225780617624758,0.03326982318146002,,0.0998896893605783,-0.07985899763685086,-0.0255594994062359,0.0103180903198078,-0.0034594293612616503,0.02607930648269229,-0.03082024101480077,0.02441798996271275,-0.014210410911710781,0.02074743309512427,-0.010700149021221685,-0.028160937278679996
1996-03-31,0.06264712642222584,0.06594941898883835,-0.01244690725568483,0.07003774896475085,,0.08887360175724945,0.08092716740732922,3.9560602480879124e-05,0.041740589683046225,0.01900310071571915,0.06328078543864438,0.012371406016597048,0.02381830000046561,-0.01093042930109866,-0.004359577985439042,-0.013077944438509268,0.02704730378485292
1996-04-30,0.05155963142949823,0.04484754793210642,0.01899652743523495,0.02293953408038608,,0.10962251836643282,0.03934956014170989,-0.007617088832811109,0.02479003952087933,-0.007931957691067736,0.026866452023986468,0.058997093093408455,0.021355507073023878,-0.03506665302331658,-0.041592610603987015,-0.005143604987967683,0.0262578715343129
1996-05-31,-0.0007870431182904043,0.02389336275087295,0.04529019163923249,-0.04197746683735325,,-0.02933285323302914,-0.022269830543758373,0.011589813835372408,0.005708519955560502,0.029503045985000625,0.030302175681742025,-0.0031146950038700933,0.0199046465873459,0.04047608035098275,-0.005961244711471682,0.03371945549454004,0.0013581291464731266
1996-06-30,0.019299158587925618,0.023785845225527985,-0.13143500843079037,-0.04846133719275966,,-0.03399273856477793,-0.05449704879204265,0.044444037369901594,0.0057581700161978,0.007091904905001957,-0.02236201949356636,-0.048466582664863526,-0.008907282858695381,0.006164540467437705,-0.01565955301056026,0.009352952503420926,-0.011143598166947438
1996-07-31,-0.06886904146772359,-0.053253267133182784,-0.029269052989470877,-0.06551780604868358,,-0.1248036653461555,-0.018210566141831603,-0.055622504122114474,-0.03521150008780961,-0.042389745242199454,-0.04625868802935451,-0.042046713037903576,-0.0353709127624691,-0.03281299559718889,0.04530473423635869,-0.023625243523527354,-0.02143845913696589
1996-08-31,0.0537553371558325,0.03284706114822689,0.030473033298836938,0.06006498008500255,,0.0490937573096204,0.03394891358952935,0.036858679812223016,0.017994760882431408,0.03275146047132077,0.03479756767222805,0.028953424522575582,0.047710393513109316,-0.006529440953585235,0.05511750353504626,-0.03456191136023277,0.04526197477818485
1996-09-30,0.029763362313382846,0.05840803974515996,-0.03470604971129536,0.02598520119425964,,0.01661952289124779,0.04715751769193644,0.014420522908534234,0.03925590679965328,0.07576468855222977,0.037060814580601835,0.027240806107790054,0.06507681102324006,0.08854475944550266,0.1145190849086587,0.10139361097143895,0.053978548956723986
1996-10-31,0.08086174271207351,0.05361802216426869,-0.027014236029721313,0.039071892121993385,,0.07932364716713228,-0.04278829927913968,0.0413338205027329,0.046973558083853555,0.01758507464535811,-0.00861247444852976,0.0008139633561763066,0.007753468559045973,0.004008386958325642,-0.004930888500297448,0.031933225563910206,0.03684900819308903
1996-11-30,0.05053004927020783,0.08921439538367308,0.0023109646715199677,0.02010688658326815,,-0.062159035363189875,0.029188542477193505,0.03464650752219808,0.055978988851665114,0.06822521431991314,0.06131543778427075,0.0732290931582227,0.06530721332504685,0.07112596868092239,0.006524085839421859,0.07003655134130564,0.04758563718967858
1996-12-31,0.005784816523513368,0.041062417634756654,-0.016896499829630457,-0.028707544395655416,,0.06223128165466667,0.001636433526884218,-0.0028289627187616496,0.007778515835333652,-0.027158956010494947,0.007354681166008313,0.005182719138442293,0.004268586972573103,-0.030630337756394472,-0.06585174576844562,-0.01654177427049237,-0.004174414073309409
1997-01-31,0.03977522493809125,0.034142431369421244,-0.038447914474755346,0.028230934438067127,,0.10890718634311711,-0.04245302853923695,0.009442322895612334,0.047534273707465664,0.08929766735661221,0.027117467372949657,0.05533564200331498,0.060968977319808604,0.015812300750450592,0.0008851534167515816,0.04244718484695466,0.016903431393283014
1997-02-28,-0.09127031686128476,-0.05213859927313961,0.20345077528883213,-0.019286214030925595,,-0.008345660034211529,0.030051120670616317,-0.006572953893051673,-0.03746511609153868,0.015283737615746164,-0.0025472713704913505,0.008744909371268582,-0.008379304546211566,0.007392572129915659,0.057697976103736094,0.03888913416019018,0.04654391487542967
1997-03-31,0.02003704367296847,,-0.13561589482277328,-0.008436050378835443,,-0.10383622828190862,-0.004311436063983508,-0.019857081193784824,0.06857574687913845,-0.053885048950007924,-0.03208996861841239,-0.017681833332038155,-0.045605743591379526,-0.016179600624490368,0.02449066192762294,-0.003982245742584557,-0.05551495634013261
1997-04-30,-0.023005187607352155,,-0.08239414615625748,-0.03607361757537622,,0.01451725519936392,0.0026698792579961193,-0.017718663564021193,0.013829350939899138,0.05647019865504914,0.016594323757624072,0.02780188906062064,0.0725293999868968,0.03596080127805547,0.04354325722248794,0.03795557138174922,0.03526161859012589
1997-05-31,0.10434937077718777,,0.04510494045649881,0.11919142442323728,,0.12536721062329498,0.09900764408677251,0.042952082723125874,0.05884890783950114,0.07069677201532774,0.07496231028411635,0.0635102896357292,0.06184620510046481,0.05244479066404678,0.03695304726008216,-0.005423023103239172,0.0752574493540027
1997-06-30,0.007687289426201175,,0.0007009146085938224,0.05513079004617834,,0.09225932322534412,0.04096980289227829,0.02821105587307927,0.021110245825919593,0.08132967382218463,0.0532927729122769,0.05204566316471432,0.026184347956613764,0.08257005522129644,0.04676152697804539,0.05130281431333752,0.0340208037299184
1997-07-31,0.09113735218257961,,-0.007434241628570593,0.0601558886338904,,0.06389916905676092,0.08920896325646561,0.03581559116628664,0.06286898612961721,0.0497884380722631,0.03925836678462408,0.08400995241800163,0.07179268011617998,0.06270886218558223,0.06720971746210251,0.030899393590701457,0.04915827567587434
1997-08-31,0.04400935208172567,,0.004869223036197311,-0.00017320989033881013,,0.03516767964791096,-0.0036557749115716876,-0.004968627526767512,-0.024249769994331226,-0.07271232493183694,-0.005945493385872639,0.010346800687038875,-0.06150243558784849,-0.04386570092952475,-0.033810878108219165,-0.05637033772784701,-0.03276332347464124
1997-09-30,0.07306527054034603,,0.07795587661788701,0.014157926130166235,,0.025781135689424008,0.02855724755304733,0.049371256712670605,0.056864694277578044,0.05442857044066973,0.059201517016951075,0.0355194468498579,0.02256005849300106,0.02756998255450396,0.05215501674030535,0.11602090378926547,0.03137796602976895
1997-10-31,-0.0038448743777163468,,-0.1831702597152848,-0.05585596251985937,,-0.11293025925923306,-0.11713187051600492,-0.0014591849529361372,-0.032759934716727515,-0.0022408278903284762,-0.07036609192517572,-0.050812085902851696,-0.03796953994262684,-0.013570945989920617,-0.02194949962445597,-0.003652972933377246,-0.06346106532314998
1997-11-30,-0.08222022434766856,,-0.15695526552934533,-0.1118150016840277,,-0.024800322593803575,0.014215610632542569,0.07049182718459518,-0.00801967617342667,0.03479985472735275,-0.01205749233736182,-0.05153597391967403,0.013350525196092502,0.07327403338786193,0.09228461407727005,0.0769478263572364,0.037693073380414624
1997-12-31,-0.02998900600991434,,-0.0903470329413245,0.04728651391919336,,0.06229770434882934,-0.09818110767840951,0.07944162490240957,-0.006386821254199675,0.03235567937947993,0.03364481134392236,-0.030568574937261336,0.045929910689729694,0.007561936082570209,0.005893470843331099,0.039411299031883125,-0.06961633909466697
1998-01-31,-0.09293745030685056,,-0.017419870980509573,-0.0905171496501158,,-0.11168686284979842,0.059057136179860525,-0.05746338395285651,-0.03971295721088415,0.044960295440051055,-0.004246201522380083,0.006829586517680169,-0.008848831215082929,-0.02381562284583776,-0.012990360998099974,-0.03694578883439146,0.04257312626386085
1998-02-28,0.044159921262326984,,0.014154738977309202,0.1625646985404454,,0.30598436477773466,0.05409280074724404,0.033480045744096416,0.0780106527927571,0.055720292372988,0.08204898722481256,0.06322896845159501,0.07717260152192368,0.0066589019841461795,0.047850630174216625,0.056084293383222406,0.04215674107110394
1998-03-31,0.04991888287460234,,0.13091422537481007,0.05853533022035254,,0.07144818862462331,0.053006385828060665,0.07015771470101616,0.0426592891417821,0.04202706276295325,0.054714858708314225,0.08319251512881028,0.06259466312079164,0.054656493979777065,0.06746821182144162,0.030607542457482102,0.02240096667344225
1998-04-30,0.03512933218235158,,0.022992496897680268,0.06909205492102438,,-0.016084293853428112,0.009620386933386977,-0.020486821282931292,0.04492688301931488,0.022063748236670296,-0.0021524447609700555,-0.0077032169222862445,0.0015338466266411593,-0.04479385115571312,0.04720739853563812,-0.06409223662412725,0.030519379741129418
1998-05-31,-0.08204289158738684,,-0.1663235922502396,-0.09997073340143818,,0.10573593244724186,-0.09277440399337007,-0.00779735725526754,-0.02405694585387479,-0.011246838104788213,-0.00199649650739355,-0.06616021373885128,-0.042482223797315234,0.003754854111171174,0.010363212604488792,0.004939264005403121,-0.0454721581629548
1998-06-30,-0.06431096099425188,,-0.05659275779297382,-0.053110571221621605,,0.009790847162241595,-0.013772291856336945,0.012623276508402599,0.007812670477190298,0.05067476779848737,-0.04826615029131081,-0.051874770900466376,-0.04162656999249619,0.011575444840611016,0.01089783708137391,-0.024536615559206675,-0.06735169720984732
1998-07-31,-0.13189104138167865,,-0.11825135119359323,-0.15033374447249784,,-0.027377516261946667,-0.08990263963547893,-0.052818140518851406,-0.03789289405674281,-0.024264370571815266,-0.057120200273712396,-0.08147247379178837,-0.06775867497614113,-0.09532794048474788,-0.07340750522074765,-0.03565633894975104,-0.06554226151620784
1998-08-31,-0.2454162495532248,,-0.22572787100407557,-0.2262965424291949,,-0.13376373905802902,-0.1375203063806594,-0.0008354639074837492,-0.0551545280082559,-0.10882674846583541,-0.19665033298175708,-0.22705227372135967,-0.1980314923160006,-0.0711735119552864,-0.07563406761629175,-0.08616273801380564,-0.1377993279292801
1998-09-30,0.21172256735564576,,0.4496559262796885,0.21434742808277793,,0.09819261564457307,0.03890144174630757,0.08527193905568975,0.11071428758913267,0.08369303048505174,-0.011263239519158502,0.18329704514052542,0.005354829830734106,0.0645650241815556,-0.011675880638996028,0.04875618895085173,0.06544392807599618
1998-10-31,0.04026481206289463,,-0.042431414498835106,0.0662251439937946,,0.005371643765234785,0.011305074267011501,-0.0007582218278878906,0.003255441764902099,0.05737003967751298,0.08001336184824707,-0.027177282129348744,0.14304713531853772,0.0705877322350224,0.05396292469894528,0.09311404182030372,0.09579747589699646
1998-11-30,-0.15423913589131993,,-0.0455977884420682,-0.04622292909882229,,0.024467822522987976,0.13792656050356986,0.01123868809176273,0.04692667837492439,0.05492795671802121,0.05304631892621933,-0.04549196940333368,0.0210480862761863,0.06203120183640543,0.046006749869471016,0.0297502111209577,0.05160750967602664
1998-12-31,-0.0403178531489045,,-0.10330837039363054,-0.0015857981088082738,,-0.002648517660885204,0.003115699218694118,0.026537627083513912,-0.014606555912249849,0.03617023072371432,0.00832397751888242,0.025245513522393643,-0.008112593813388642,-0.036423173214449406,-0.016792701285070592,-0.010467227973795543,-0.010030606637227307
1999-01-31,-0.07018741030953067,,0.006862076595647458,-0.02857118458183433,,-0.018797810047054744,,-0.06836859556074382,-0.05414907317281025,-0.0017510863668240154,-0.019759365940177843,-0.06685371043131916,0.09851441721936915,-0.0036773337634540895,-0.007750629224660771,-0.07259637098097318,-0.027757507647268663
1999-02-28,-0.04991175186158466,,-0.02474974141836582,-0.05320285193810291,,-0.09467817401101372,,-0.030539774072140285,-0.03250380197213173,0.013433738080278115,-0.0018639836670391098,-0.06233677051968872,-0.04938703632238696,-0.05075249401402059,0.01048519128618444,-0.026647817672524342,-0.022888714843158606
1999-03-31,0.3037227179117175,,-0.0315094824480764,0.06471836517608215,,-0.05368399993591349,,-0.009587305156992354,0.10686485020876448,0.035075390340927874,0.0038107668846205692,0.08573634062456764,0.021912446298697433,-0.03980644259585505,-0.034688571815703825,-0.060697930442119574,-0.00045936027991047313
1999-04-30,0.15649981838855892,,0.21747888211590838,0.1619805103803076,,0.06749132024063814,,0.0785151678956629,0.15542628590899388,-0.02604067669155099,0.15446765697112516,0.18553848787424077,0.09581082849410055,0.043703006493344944,-0.004920753673420713,-0.02989682392540682,0.22679153962103546
1999-05-31,-0.023751646133658547,,-0.12946223156221018,-0.04916206636327006,,-0.01592012904522174,,0.055595399550939756,-0.023827635376651373,-0.028376899406010438,0.010685956048241302,-0.03416745996225067,-0.025782904137753263,0.0014697593015056106,-0.0022321633611786036,0.0787299011570749,-0.04068470937871937
1999-06-30,0.06028801505502336,,0.13286544139876283,0.07672918041937832,,0.030852218203148905,,-0.02705461595247212,-0.019320962649983047,0.03698913733613769,0.03261834882322543,0.05751494265828611,-0.01752417864828528,0.011883858242921541,0.04388896539340369,0.013126205260147033,0.019430140946774723
1999-07-31,0.032941157009594026,,-0.05322210096335451,-0.13676423387524492,,0.007779140156042396,,0.0031716014604044004,0.018427341127417018,-0.03770910468854704,-0.06647972802752576,-0.04044473607751874,-0.006057268277298865,-0.00153035102675355,-0.061180620214912655,-0.051978206325648944,-0.0026341960654034996
1999-08-31,0.04394136672618844,,-0.016310546005349008,0.01822427688044173,,-0.07040438175253545,,0.008099904366986186,0.005295448232268989,0.028992826583671815,-0.05606226177505671,0.008853577128840462,0.02176793168528127,-0.011500774366778838,-0.05126310722173025,-0.01524957307420303,-0.04134476886153063
1999-09-30,-0.05811877936419353,,0.06317770409693808,0.06232846822499265,,-0.047708433847359434,,-0.0358285722775526,-0.028184030541180183,-0.07421495045180748,0.005435714532658428,-0.038597667952596316,-0.09951909879763245,-0.020494765521770836,-0.08323103368925647,-0.04716178527865499,-0.026952213046861233
1999-10-31,-0.04819514225981051,,-0.034733531127315344,-0.0883591130687544,,-0.009484867447303102,,0.030229481815724105,-0.017065396418425388,0.11512322179240446,-0.025951484697876854,-0.03266298842513612,0.0023006000429819976,0.1067869345047525,0.07030521732548925,0.08346012272401228,0.0644541207499156
1999-11-30,-0.021589937007637127,,-0.036878259316203886,0.016574690083441413,,-0.07982835432633188,,-0.0627106444657419,0.05117140366173372,0.0063816661287676305,-0.09451403150842155,-0.028548038389650074,0.015411964445085606,-0.029318699809123598,0.013108328171673506,-0.06637497657676845,0.0017127455113169951
1999-12-31,0.022409831024531195,,0.11667386935233078,0.11872575134412117,,-0.08234347814502038,,-0.01473805214405071,-0.015053694960604014,-0.02898325394786967,0.026167083746772186,0.03797873998971897,0.08602460041441828,-0.07104983503758285,-0.0035857475654877654,-0.07387453451406246,0.07144144797930806
2000-01-31,-0.03432657430097932,,-0.14962344437429756,0.06753797793711924,,-0.014302095285593865,,0.03319264168462463,0.0034272367540719995,0.035211404994235196,-0.07814943561452829,-0.09754289219845944,-0.09804132117064451,-0.10227479004823191,-0.0617421145528185,-0.12942872513249778,-0.09938407534783422
2000-02-29,0.03474029302010667,,-0.10315975334627144,-0.004754313879679482,,0.0842245561024489,,-0.06378215481169754,-0.08889352846024279,-0.035583451765031436,-0.0689784567937115,-0.08826633660695588,-0.05266748504215113,-0.04132961901231964,-0.06290697722300356,-0.10856911275125075,-0.11609117143897982
2000-03-31,0.20934869547175922,,-0.0948933131143685,0.02905347674123902,,-0.04130174226298141,,0.07272040696378738,0.09222246506252937,-0.026792424314125145,0.06413234834223802,0.11420005929931515,0.058717079180762716,0.06932526264260834,0.11997399389799612,0.12621749604683008,0.08390047441586246
2000-04-30,0.02334184630714887,,-0.10788691775574105,-0.12654884272966935,,-0.02888047256260073,,0.06408502616531252,-0.018857472736972435,0.03482307233939344,0.04735449677661049,-0.04142358112568782,0.020993906841110074,0.014259601480272228,-0.05179087444665395,-0.07753876154614237,-0.02575685301343092
2000-05-31,0.1355389576716911,,0.016610196427446183,-0.013671724304099058,,-0.02354441158235958,,0.047036348798701,0.08754101661391742,0.03649820800314252,-0.041763045102604396,0.010860849310521519,-0.09358566611745307,0.18562367853276376,0.11301356711256658,0.18861574278524249,-0.01613166990891946
2000-06-30,-0.053384320535282234,,0.016023032414405915,-0.08976685403923552,,0.08753105520746661,,-0.04123752700741929,-0.062306575359602,0.09735230618362524,-0.034017578656882055,-0.09537051594686041,-0.003285228989386546,0.003689235072083979,-0.023648497909600122,0.058191920003139504,-0.06341311827525604
2000-07-31,-0.058720621642515076,,-0.13148306604284096,-0.004175156244407946,,0.024549994692004893,,0.017502534332405544,-0.0070066489092036645,-0.06639063471922563,0.008901457324536583,0.015241490443405333,-0.01609284779047829,-0.04652786373959324,-0.02539198886802301,-0.02321089825881693,0.048772439928835766
2000-08-31,0.16728652055300788,,0.05548168463504968,0.13109907768106852,,-0.04275390959892526,,0.11913096422049795,0.04635179841903246,0.02943333823191961,0.01174230971402884,0.07689566346442074,0.055320119366346836,0.06350032375773708,-0.03222351988774933,-0.007704894183205087,0.019317357865356807
2000-09-30,-0.0007085568312923046,,-0.08898237049944815,-0.10393630479329495,,0.001517220330539686,,0.08504521396554046,0.06633799328330281,0.03006237010407528,-0.0880452414926424,-0.047550297811942595,-0.0853995446859598,0.03983089793337228,0.1061354407473832,0.02367420708618998,-0.06223699983910892
2000-10-31,-0.10005429365603044,,-0.15169808155105796,0.00590657628911593,,-0.052692926824001916,,-0.015049798240889986,0.002188115845252753,0.03059282400099788,0.009294105007688208,-0.0222731271825828,0.06301994742891846,0.17201532612759438,0.02035723508697396,0.050961512340522916,0.11497974617470193
2000-11-30,-0.06874678832570166,,0.08394188040021994,0.05638937953547583,,-0.059720293782449765,,0.02535472222227126,-0.011047401257349942,0.007552478905789222,-0.0594197838726357,-0.06311934335163635,-0.041270050251010576,0.05310494538862883,0.13857297322838957,0.08330360002177022,0.008540711961130721
2000-12-31,0.2537535220410712,,-0.04222743240247147,0.13888590401663378,,-0.06671807020750922,,0.09391805498506997,0.011359369286309656,0.03981773537683384,0.18696134140665172,0.039773021947285846,0.13639356380316092,0.12585386143269556,0.04260606668709007,0.0320209537786886,0.12166150823241713
2001-01-31,-0.049468322452984916,,0.28269376742785723,0.02057825882931834,,0.11831689551743681,,-0.09626694816057309,-0.02578319982473196,-0.08104885456524757,0.038509625555741396,0.007444152441317362,0.013885659513262734,-0.002488924702883529,-0.059532836457968745,-0.05026881419165945,-0.04711465944266867
2001-02-28,0.009407220661907516,,0.14391074819750624,,,0.02936217516086152,,0.06017567585522937,-0.009294268419086192,-0.011929303617950348,-0.0814211982244026,0.02024122865395353,-0.023664108689254386,0.05243193337293048,0.06024345434939982,-0.01533248399736263,0.025379605007776532
2001-03-31,-0.0520102464544768,,-0.07541974057263187,,,0.013437592438139127,,0.020866945908187506,0.008501830531683213,-0.08135076684066676,-0.036244668833011216,-0.003137030227640991,-0.0315614680933457,-0.03120346166139698,0.04738467363150314,-0.006833530179441315,-0.05106362337907442
2001-04-30,0.09674012854169947,,0.11782200797219734,0.051926942731907774,,0.00834335485939984,,0.059308021685095205,0.09801764429177406,0.04199537517065181,0.0683077997232323,0.16189788774347913,0.05542330761731233,-0.020656401867394494,-0.04562748752875339,-0.024676230607699266,0.052983215285673055
2001-05-31,-0.0403565516438923,,0.07514186808921823,0.02900516953028644,,0.06879994017324284,,-0.021420379994917367,0.009322574986648055,0.029275040375656924,0.047682141465968615,0.029346104011433397,0.03589952427327509,0.0452441469917113,-0.0054865724915266565,0.022372526403663565,0.011375138838225619
2001-06-30,-0.15209603417115175,,-0.05720758790202588,-0.06200001435826944,,-0.08335158114084316,,-0.09308317941545696,-0.03500852484198026,-0.040445618537034586,-0.020511022353672373,-0.06149472535169374,-0.02259181066479935,0.0006479066692493512,-0.01371114868903726,-0.03158035519486351,-0.03962917469314159
2001-07-31,-0.021278180439641976,,-0.02317537182877542,-0.12126110593986589,,-0.026542077145343377,,-0.02459411296968004,-0.026252170347682995,0.02275307164634461,0.0467114585589378,-0.013420775322850414,-0.017677577064986832,0.028466246231520824,0.01562898960369289,0.07203027484831333,0.05202814713994824
2001-08-31,-0.09542848918116663,,0.10271791176732192,-0.009928530804595116,,0.0001300329516099039,,-0.0011931502726329785,-0.017288808220213656,-0.026652884102006565,-0.009417496763373194,-0.009275906655904595,0.006615332358745406,0.04285781693802497,0.045882795253157,0.05219147004500169,-0.021053398247735555
2001-09-30,-0.1331104035555638,,0.08019324922217062,-0.2606875602662027,,-0.12333971280748356,,-0.08337489370585206,-0.037476324426739864,-0.012161691029376523,-0.14836549615101516,-0.2064582271511252,-0.150587151196876,8.986344098574176e-05,-0.011517100463778237,-0.038365417331397755,-0.0805801758977401
2001-10-31,0.05761223209574713,,-0.041514775311877666,-0.01897270314624748,,0.0032829098542631733,,0.030153332752558534,0.00978052098114086,0.021843768541909454,0.052497161021064345,0.06218128926674359,0.05992170034648515,0.006759632362354275,0.017652158200377844,0.022138207858503782,0.005985438141268559
2001-11-30,-0.08205593729534474,,-0.047952150669246144,0.16456855957497327,,0.11939933427306101,,-0.03656479424821039,-0.03880879668589697,0.05309209886969545,0.10161637726438029,0.10018894564171492,0.09387440329576682,0.010126887601309566,0.049070611788737346,0.006667214579898735,0.08540240485709844
2001-12-31,0.06862734346045378,,-0.018420464074843334,-0.0315458205524878,,0.08587949948067945,,0.036180958663173474,0.05429977248554116,-0.03453921073758297,0.044788834169127524,0.05702595634655326,0.016921236710871472,0.03785622485182803,-0.008294364843442767,0.03187764737993956,0.03185353811521348
2002-01-31,-0.05491045828739833,,0.14191702731088607,,,0.03298512334024355,,-0.056478529810425324,-0.019813770034159985,-0.020946760531519792,0.025796324010315407,0.049356527402710834,0.023914667042845023,0.023846864047796013,0.020099786863007486,-0.019098188828679294,0.002000705558150556
